Player,Team,Pos,Min,Shots,UnAst.Percent,G,xG,G_xG_diff,KP,A,xA,xG_xA_sum,Touch.Percent,Year
James Riley,LA,D,266,0,,0,0,0,2,0,0.16,0.16,0.109,2014
Brad Knighton,NE,GK,193,0,,0,0,0,0,0,0,0,0.069,2014
Kosuke Kimura,NYRB,D,947,0,,0,0,0,6,1,1.04,1.04,0.096,2014
Kyle Reynish,CHI,GK,94,0,,0,0,0,0,0,0,0,0.055,2014
Chris Seitz,FCD,GK,1435,0,,0,0,0,0,0,0,0,0.063,2014
Jason Hernandez,SJ,D,1912,0,,0,0,0,6,0,0.55,0.55,0.074,2014
Damien Perrinelle,NYRB,D,16,0,,0,0,0,0,0,0,0,0.011,2014
Eric Brunner,HOU,D,325,0,,0,0,0,1,0,0.03,0.03,0.09,2014
Dan Kennedy,CHV,GK,3158,0,,0,0,0,0,0,0,0,0.062,2014
Tally Hall,HOU,GK,2378,0,,0,0,0,2,0,0.15,0.15,0.078,2014
David Ousted,VAN,GK,3272,0,,0,0,0,3,1,0.24,0.24,0.055,2014
Raul Fernandez,FCD,GK,1960,0,,0,0,0,1,0,0.04,0.04,0.057,2014
Andrew Weber,POR,GK,222,0,,0,0,0,0,0,0,0,0.04,2014
Cam Weaver,SEA,F,47,0,,0,0,0,0,0,0,0,0.069,2014
Stefan Frei,SEA,GK,3357,0,,0,0,0,1,0,0.09,0.09,0.047,2014
Michael Fucito,SJ,F,129,0,,0,0,0,0,0,0,0,0.039,2014
Andrew Dykstra,DCU,GK,384,0,,0,0,0,0,0,0,0,0.065,2014
Samuel Inkoom,DCU,M,78,0,,0,0,0,1,1,0.03,0.03,0.094,2014
Bobby Shuttleworth,NE,GK,3063,0,,0,0,0,0,0,0,0,0.066,2014
Sean Johnson,CHI,GK,3061,0,,0,0,0,2,0,0.06,0.06,0.066,2014
Alejandro Antonio Taylor Jr,NE,F,13,0,,0,0,0,0,0,0,0,0.05,2014
Brian Perk,LA,GK,190,0,,0,0,0,0,0,0,0,0.051,2014
Geoffrey Castillion,NE,F,18,0,,0,0,0,0,0,0,0,0.07,2014
Bill Hamid,DCU,GK,2972,0,,0,0,0,1,0,0.08,0.08,0.067,2014
Corben Bone,PHI,M,25,0,,0,0,0,0,0,0,0,0.058,2014
Andre Akpan,NYRB,F,30,0,,0,0,0,0,0,0,0,0.082,2014
Tyler Deric,HOU,GK,985,0,,0,0,0,1,0,0.09,0.09,0.08,2014
Tim Melia,CHV,GK,111,0,,0,0,0,0,0,0,0,0.04,2014
Jon Kempin,SKC,GK,340,0,,0,0,0,0,0,0,0,0.044,2014
Davy Armstrong,COL,M,72,0,,0,0,0,0,0,0,0,0.112,2014
Stephen McCarthy,NE,D,94,0,,0,0,0,1,0,0.02,0.02,0.101,2014
Ethan White,PHI,D,1104,0,,0,0,0,1,0,0.1,0.1,0.073,2014
Zac MacMath,PHI,GK,2777,0,,0,0,0,2,0,0.14,0.14,0.061,2014
Joe Bendik,TOR,GK,2592,0,,0,0,0,1,1,0.75,0.75,0.054,2014
Ashtone Morgan,TOR,D,192,0,,0,0,0,2,0,0.08,0.08,0.098,2014
Jimmy McLaughlin,PHI,M,2,0,,0,0,0,0,0,0,0,0.097,2014
Dimitry Imbongo Boele,NE,F,40,0,,0,0,0,0,0,0,0,0.053,2014
Evan Bush,MTL,GK,1243,0,,0,0,0,0,0,0,0,0.07,2014
Connor Lade,NYRB,D,23,0,,0,0,0,0,0,0,0,0.077,2014
Sam Garza,SJ,M,13,0,,0,0,0,0,0,0,0,0.373,2014
Brian Rowe,LA,GK,285,0,,0,0,0,0,0,0,0,0.041,2014
Steve Clark,CLB,GK,3255,0,,0,0,0,0,0,0,0,0.067,2014
Jose Villarreal,LA,F,48,0,,0,0,0,2,0,0.14,0.14,0.071,2014
Matthew Dunn,CHV,M,436,0,,0,0,0,2,1,0.26,0.26,0.089,2014
Jordan Hamilton,TOR,F,5,0,,0,0,0,0,0,0,0,0.031,2014
Clinton Irwin,COL,GK,2480,0,,0,0,0,1,0,0.09,0.09,0.058,2014
Ian Christianson,NYRB,M,23,0,,0,0,0,0,0,0,0,0.076,2014
Christian Dean,VAN,D,142,0,,0,0,0,0,0,0,0,0.083,2014
Sean Okoli,SEA,F,31,0,,0,0,0,1,0,0.05,0.05,0.066,2014
Oscar Sorto,LA,D,17,0,,0,0,0,0,0,0,0,0.123,2014
Donald Smith,NE,M,46,0,,0,0,0,0,0,0,0,0.069,2014
Joe Nasco,COL,GK,379,0,,0,0,0,0,0,0,0,0.058,2014
Andre Blake,PHI,GK,93,0,,0,0,0,1,0,0.15,0.15,0.084,2014
Erik Palmer-Brown,SKC,D,290,0,,0,0,0,0,0,0,0,0.075,2014
Sam Adekugbe,VAN,D,216,0,,0,0,0,0,0,0,0,0.105,2014
Jeremy Gagnon-Lapare,MTL,M,288,0,,0,0,0,3,0,0.28,0.28,0.106,2014
Aaron Kovar,SEA,M,38,0,,0,0,0,0,0,0,0,0.12,2014
Fifi Baiden,CLB,M,22,0,,0,0,0,0,0,0,0,0.08,2014
Kianz Froese,VAN,M,52,0,,0,0,0,0,0,0,0,0.047,2014
Eric Stevenson,NYRB,M,3,0,,0,0,0,0,0,0,0,0,2014
Grant Van de Casteele,COL,D,35,0,,0,0,0,0,0,0,0,0.127,2014
Bradford Jamieson,LA,F,33,0,,0,0,0,1,1,0.07,0.07,0.038,2014
Jordan Allen,RSL,D,34,0,,0,0,0,0,0,0,0,0.099,2014
John Berner,COL,GK,381,0,,0,0,0,0,0,0,0,0.061,2014
Nick Walker,FCD,D,9,0,,0,0,0,0,0,0,0,0,2014
Trevor Spangenberg,CHV,GK,24,0,,0,0,0,0,0,0,0,0.056,2014
Coy Craft,FCD,F,10,0,,0,0,0,0,0,0,0,0.031,2014
Romain Gall,CLB,M,57,0,,0,0,0,0,0,0,0,0.043,2014
Louis Beland-Goyette,MTL,M,19,0,,0,0,0,0,0,0,0,0.253,2014
Kekuta Manneh,VAN,F,1293,55,0.2,4,4,0,22,1,1.73,5.73,0.094,2014
Dillon Serna,COL,M,1635,39,0.231,3,3.01,-0.01,28,2,2.4,5.41,0.072,2014
Carlos Valdes,PHI,D,740,1,1,0,0.01,-0.01,0,0,0,0.01,0.082,2014
Mechack Jerome,SKC,D,202,1,0,0,0.01,-0.01,2,0,0.12,0.14,0.067,2014
Tony Lochhead,CHV,D,1802,1,1,0,0.02,-0.02,7,1,0.37,0.39,0.103,2014
Rich Balchan,RSL,D,245,1,1,0,0.02,-0.02,0,0,0,0.02,0.097,2014
Dylan Remick,SEA,D,839,1,1,0,0.03,-0.03,6,0,0.63,0.66,0.1,2014
Brandon Barklage,SJ,D,954,2,1,0,0.03,-0.03,5,0,0.51,0.53,0.123,2014
Josh Gardner,SKC,D,93,1,1,0,0.03,-0.03,0,0,0,0.03,0.105,2014
Jorge Claros,SKC,M,453,1,1,0,0.03,-0.03,5,0,0.29,0.33,0.12,2014
Martin Steuble,SKC,M,80,1,0,0,0.04,-0.04,2,0,0.07,0.11,0.085,2014
Ethen Sampson,VAN,D,155,1,0,0,0.04,-0.04,0,0,0,0.04,0.094,2014
Frederic Piquionne,POR,F,20,1,1,0,0.04,-0.04,0,0,0,0.04,0.075,2014
Aurelien Collin,SKC,D,2396,24,0.083,2,2.05,-0.05,7,0,0.55,2.6,0.112,2014
Bright Dike,TOR,F,26,1,0,0,0.05,-0.05,0,0,0,0.05,0.048,2014
Cole Grossman,RSL,M,638,2,0,0,0.05,-0.05,4,0,0.15,0.2,0.095,2014
Luis Bola–os,CHV,F,60,2,0,0,0.06,-0.06,1,0,0.04,0.1,0.116,2014
Krzysztof Krol,MTL,D,1051,2,0.5,0,0.06,-0.06,5,0,0.38,0.45,0.107,2014
Matt Miazga,NYRB,D,591,1,0,0,0.06,-0.06,0,0,0,0.06,0.087,2014
Jeremy Hall,TOR,M,198,1,0,0,0.06,-0.06,1,0,0.02,0.09,0.09,2014
Rafael Garcia,LA,M,18,1,0,0,0.07,-0.07,0,0,0,0.07,0.149,2014
Jay DeMerit,VAN,D,987,2,0.5,0,0.07,-0.07,2,0,0.14,0.21,0.077,2014
Danny Garcia,FCD,M,297,2,0.5,0,0.07,-0.07,2,0,0.55,0.63,0.095,2014
Logan Pause,CHI,M,711,2,0.5,0,0.07,-0.07,4,0,0.21,0.28,0.102,2014
Richard Eckersley,NYRB,D,653,2,1,0,0.07,-0.07,3,0,0.26,0.34,0.087,2014
Chris Duvall,NYRB,D,1705,2,0,0,0.08,-0.08,5,1,0.62,0.7,0.102,2014
Danny O'Rourke,POR,D,1043,1,1,0,0.08,-0.08,2,0,0.14,0.22,0.091,2014
Mehdi Ballouchy,VAN,M,330,1,1,0,0.08,-0.08,6,0,0.66,0.74,0.119,2014
Brian Ownby,HOU,M,423,1,0,0,0.08,-0.08,1,0,0.59,0.67,0.111,2014
Thomas Piermayr,COL,D,1218,4,0.5,0,0.08,-0.08,4,0,0.24,0.32,0.098,2014
Juan Luis Anangono,CHI,F,532,18,0.222,2,2.08,-0.08,4,0,0.12,2.2,0.065,2014
Jeb Brovsky,MTL,D,723,2,0,0,0.08,-0.08,0,0,0,0.08,0.102,2014
Santiago Gonzalez,MTL,F,125,3,0,0,0.08,-0.08,1,0,0.03,0.11,0.051,2014
Kenney Walker,LA,M,364,2,1,0,0.09,-0.09,2,0,0.28,0.37,0.116,2014
Jimmy Medranda,SKC,M,233,4,0,0,0.09,-0.09,1,0,0.04,0.13,0.084,2014
Stephen Keel,FCD,D,1519,1,0,0,0.09,-0.09,0,0,0,0.09,0.071,2014
Djimi Traore,SEA,D,1359,1,0,0,0.1,-0.1,2,0,0.12,0.22,0.069,2014
Karl Ouimette,MTL,D,884,2,0,0,0.1,-0.1,3,0,0.24,0.34,0.103,2014
Leonardo Gonzalez,SEA,D,1958,2,0,0,0.1,-0.1,2,0,0.12,0.22,0.099,2014
Blake Smith,MTL,M,80,1,1,0,0.1,-0.1,3,0,0.15,0.26,0.077,2014
Andrew Jacobson,FCD,M,700,2,0,0,0.11,-0.11,4,0,0.32,0.43,0.092,2014
Steven Beitashour,VAN,D,2520,3,0.333,0,0.11,-0.11,11,2,1.33,1.44,0.109,2014
Daniel Fragoso Escribano,CHV,M,18,1,1,0,0.11,-0.11,0,0,0,0.11,0.081,2014
Tommy Meyer,LA,D,981,1,0,0,0.11,-0.11,2,0,0.14,0.24,0.085,2014
Todd Dunivant,LA,D,485,2,0.5,0,0.11,-0.11,1,0,0.16,0.27,0.102,2014
Eriq Zavaleta,CHV,D,1416,2,0.5,0,0.11,-0.11,2,0,0.08,0.19,0.085,2014
A.J. DeLaGarza,LA,D,2737,2,0,0,0.11,-0.11,7,2,0.95,1.06,0.084,2014
Chance Myers,SKC,D,609,1,0,0,0.11,-0.11,10,1,0.75,0.86,0.112,2014
Marvell Wynne,COL,D,2457,3,0.333,0,0.11,-0.11,15,1,1.27,1.39,0.095,2014
Michael Harrington,POR,D,1826,3,0.333,0,0.12,-0.12,11,2,1.46,1.57,0.109,2014
Dan Paladini,CLB,M,230,4,0.25,0,0.12,-0.12,2,0,0.06,0.18,0.106,2014
Lewis Neal,DCU,M,1062,3,0.333,0,0.12,-0.12,13,1,1.59,1.71,0.106,2014
Tilson Oswaldo Minda,CHV,M,1711,5,0.4,0,0.12,-0.12,10,0,0.59,0.71,0.101,2014
Jeff Attinella,RSL,GK,967,1,0,0,0.12,-0.12,0,0,0,0.12,0.067,2014
Patrick Ianni,CHI,D,1051,2,0.5,0,0.12,-0.12,3,0,0.19,0.32,0.095,2014
Wandrille Lefevre,MTL,D,1299,3,0.333,0,0.13,-0.13,3,1,0.41,0.54,0.102,2014
Kevan George,CLB,M,219,2,0.5,0,0.13,-0.13,0,0,0,0.13,0.103,2014
Pablo Pintos,SJ,D,502,4,0.25,0,0.13,-0.13,2,0,0.06,0.2,0.1,2014
Abdoulie Mansally,RSL,D,708,5,0.6,0,0.14,-0.14,5,1,0.91,1.05,0.104,2014
Greg Cochrane,CHI,D,1135,4,0,0,0.14,-0.14,7,2,0.46,0.6,0.101,2014
Steven Kinney,CHI,D,140,2,0.5,0,0.14,-0.14,0,0,0,0.14,0.123,2014
Michael Nanchoff,POR,M,96,4,0,0,0.14,-0.14,1,0,0.04,0.18,0.123,2014
Chris Korb,DCU,D,1463,4,0.25,0,0.14,-0.14,13,3,1.49,1.64,0.109,2014
Zach Scott,SEA,D,1490,2,0,0,0.14,-0.14,4,0,0.84,0.99,0.074,2014
Gershon Koffie,VAN,M,1647,20,0.25,1,1.14,-0.14,22,1,1.59,2.74,0.106,2014
Luis Garrido,HOU,M,960,6,0.167,0,0.15,-0.15,3,0,0.31,0.45,0.11,2014
Collin Martin,DCU,M,217,3,0.333,0,0.15,-0.15,5,0,0.2,0.35,0.093,2014
Andy O'Brien,VAN,D,2412,2,0,0,0.15,-0.15,5,1,0.83,0.98,0.071,2014
Nathan Sturgis,CHV,M,1288,3,0.667,0,0.16,-0.16,13,1,0.75,0.91,0.106,2014
Tristan Bowen,SEA,F,68,3,0.333,0,0.16,-0.16,1,0,0.2,0.36,0.123,2014
Bobby Convey,NYRB,M,731,3,0.667,0,0.16,-0.16,8,0,0.6,0.75,0.092,2014
Alvaro Saborio,RSL,F,1330,47,0.085,8,8.16,-0.16,7,2,1.07,9.23,0.056,2014
Patrick Nyarko,CHI,M,860,10,0.2,1,1.16,-0.16,10,3,0.93,2.09,0.1,2014
Heath Pearce,MTL,D,1950,3,0.333,0,0.17,-0.17,4,0,0.07,0.24,0.093,2014
Michael Lahoud,PHI,M,498,4,0.75,0,0.17,-0.17,3,1,0.17,0.34,0.092,2014
Walker Zimmerman,FCD,D,836,2,0,0,0.18,-0.18,0,0,0,0.18,0.074,2014
Gonzalo Segares,CHI,D,1746,2,0,0,0.18,-0.18,6,0,0.28,0.46,0.096,2014
Servando Carrasco,HOU,M,940,5,0.2,0,0.18,-0.18,4,0,0.29,0.47,0.1,2014
Jared Jeffrey,DCU,M,402,4,0,0,0.18,-0.18,4,0,0.33,0.51,0.103,2014
Chris Ritter,CHI,M,667,4,0.25,0,0.18,-0.18,6,0,0.33,0.51,0.1,2014
Martin Rivero,CHV,M,608,4,0.25,0,0.19,-0.19,7,2,0.96,1.15,0.099,2014
Quincy Amarikwa,CHI,F,2619,76,0.171,8,8.19,-0.19,45,5,4.56,12.75,0.08,2014
Marius Obekop,NYRB,M,49,3,0.667,0,0.19,-0.19,0,0,0,0.19,0.114,2014
Raul Mendiola,LA,F,66,2,0.5,0,0.2,-0.2,1,0,0.03,0.23,0.091,2014
Micheal Azira,SEA,M,666,7,0.429,0,0.2,-0.2,6,0,0.21,0.41,0.107,2014
Alexander Lopez,HOU,M,296,6,0.167,0,0.2,-0.2,8,0,0.44,0.64,0.092,2014
Moises Hernandez,FCD,D,1214,7,0.571,0,0.21,-0.21,8,0,0.57,0.78,0.102,2014
Jhon Kennedy Hurtado,CHV,D,2172,6,0,1,1.21,-0.21,3,0,0.29,1.5,0.075,2014
DaMarcus Beasley,HOU,D,872,5,0.2,0,0.21,-0.21,8,0,0.48,0.69,0.126,2014
Jean-Baptiste Pierazzi,SJ,M,2143,17,0.471,1,1.21,-0.21,16,0,1.11,2.33,0.099,2014
Rauwshan McKenzie,POR,D,531,2,0,0,0.22,-0.22,0,0,0,0.22,0.075,2014
Ned Grabavoy,RSL,M,2992,28,0.25,2,2.22,-0.22,30,3,2.09,4.31,0.087,2014
Chad Marshall,SEA,D,3062,14,0,1,1.22,-0.22,7,3,2.03,3.26,0.069,2014
Matteo Ferrari,MTL,D,2378,3,0,0,0.23,-0.23,3,0,0.85,1.08,0.098,2014
Tony Beltran,RSL,D,2790,7,0.286,0,0.23,-0.23,13,0,1.11,1.34,0.113,2014
Austin Berry,PHI,D,521,2,0,0,0.23,-0.23,1,1,0.28,0.51,0.083,2014
Shaun Francis,SJ,D,1638,7,0.143,0,0.23,-0.23,9,0,0.53,0.76,0.098,2014
Lovel Palmer,CHI,D,2713,29,0.414,1,1.23,-0.23,21,1,1.79,3.02,0.11,2014
Raymon Gaddis,PHI,D,3236,8,0.375,0,0.23,-0.23,18,2,1.21,1.45,0.105,2014
Carlos Bocanegra,CHV,D,1732,4,0,0,0.24,-0.24,4,0,0.85,1.08,0.086,2014
Alvaro Rey,CLB,M,582,3,0,0,0.24,-0.24,5,0,0.98,1.22,0.087,2014
Gorka Larrea,MTL,M,467,5,0.6,0,0.24,-0.24,2,0,0.38,0.62,0.098,2014
Andrew Wiedeman,TOR,F,151,2,0,0,0.24,-0.24,0,0,0,0.24,0.073,2014
Dan Gargan,LA,D,2580,7,0.429,0,0.24,-0.24,27,4,2.99,3.24,0.104,2014
Jason Johnson,HOU,F,220,5,0,0,0.24,-0.24,2,0,0.76,1,0.075,2014
Zat Knight,COL,D,337,4,0.25,0,0.25,-0.25,0,0,0,0.25,0.07,2014
Scott Caldwell,NE,M,1678,6,0.833,0,0.25,-0.25,13,2,0.61,0.87,0.108,2014
Matt Besler,SKC,D,2404,4,0.25,0,0.25,-0.25,14,1,1.45,1.7,0.114,2014
Matt Watson,CHI,M,2066,25,0.4,1,1.26,-0.26,10,1,0.95,2.21,0.099,2014
Chris Wingert,RSL,D,2805,8,0,0,0.26,-0.26,21,2,1.71,1.97,0.119,2014
Sean Franklin,DCU,D,2784,15,0.133,1,1.27,-0.27,22,2,1.94,3.21,0.115,2014
Matias Laba,VAN,M,2940,8,0.625,0,0.27,-0.27,15,0,0.7,0.97,0.116,2014
Jeff Parke,DCU,D,1239,1,1,0,0.27,-0.27,1,0,0.19,0.46,0.084,2014
Johnny Leveron,VAN,D,1488,5,0.4,0,0.27,-0.27,2,0,0.07,0.34,0.088,2014
Armando Lozano Sanchez,NYRB,D,1359,3,0.333,0,0.27,-0.27,2,0,0.18,0.45,0.093,2014
Olmes Garcia,RSL,F,1286,31,0.065,3,3.27,-0.27,6,0,0.92,4.2,0.056,2014
Ben Zemanski,POR,M,808,10,0.5,0,0.27,-0.27,6,0,0.43,0.71,0.093,2014
A.J. Soares,NE,D,3049,20,0.35,2,2.28,-0.28,4,1,0.39,2.67,0.079,2014
Fabio Alves Macedo,PHI,D,1728,7,0.429,0,0.29,-0.29,20,0,1.85,2.13,0.109,2014
Waylon Francis,CLB,D,2261,11,0.182,0,0.29,-0.29,30,6,2.92,3.21,0.092,2014
Antoine Hoppenot,PHI,F,259,3,0.333,0,0.29,-0.29,2,0,0.13,0.43,0.068,2014
Jerry Bengtson,NE,F,261,4,0,1,1.31,-0.31,2,0,0.1,1.41,0.051,2014
Kyle Porter,DCU,M,88,3,0,0,0.31,-0.31,0,0,0,0.31,0.145,2014
DeAndre Yedlin,SEA,D,2457,7,0.571,0,0.32,-0.32,23,2,1.98,2.3,0.105,2014
Kofi Sarkodie,HOU,D,3173,5,0.2,0,0.32,-0.32,26,3,1.87,2.2,0.102,2014
Omar Salgado,VAN,F,226,4,0,0,0.33,-0.33,4,0,0.26,0.59,0.079,2014
Hernan Bernardello,MTL,M,969,7,0.571,0,0.33,-0.33,10,0,0.81,1.14,0.118,2014
Jonathan Steele,NYRB,M,653,16,0.375,1,1.34,-0.34,13,1,1.2,2.53,0.098,2014
Aaron Maund,RSL,D,578,3,0.333,0,0.34,-0.34,0,0,0,0.34,0.075,2014
Benny Feilhaber,SKC,M,2884,47,0.574,4,4.34,-0.34,59,6,4.54,8.88,0.11,2014
Bakary Soumare,CHI,D,2322,4,0,0,0.34,-0.34,0,0,0,0.34,0.088,2014
Corey Ashe,HOU,D,2100,8,0.375,0,0.35,-0.35,13,2,1.84,2.2,0.104,2014
Tony Cascio,HOU,M,371,8,0,0,0.36,-0.36,8,0,0.37,0.73,0.084,2014
Chris Klute,COL,D,2210,6,0.167,0,0.37,-0.37,22,1,1.6,1.97,0.112,2014
Mark Bloom,TOR,D,2519,9,0.667,0,0.37,-0.37,19,1,1.9,2.27,0.1,2014
Fanendo Adi,POR,F,1599,53,0.151,9,9.37,-0.37,21,4,3.17,12.54,0.066,2014
Nigel Reo-Coker,CHV,M,1581,7,0,0,0.37,-0.37,13,2,0.92,1.29,0.115,2014
Adolfo Bautista,CHV,F,178,3,0,0,0.37,-0.37,0,0,0,0.37,0.067,2014
Lloyd Sam,NYRB,M,2922,37,0.108,4,4.38,-0.38,56,8,7.94,12.32,0.088,2014
Billy Schuler,SJ,F,158,4,0,0,0.38,-0.38,1,0,0.02,0.4,0.154,2014
Marcelo Sarvas,LA,M,2434,39,0.128,3,3.39,-0.39,29,7,2,5.39,0.117,2014
Jared Watts,COL,M,1221,8,0.375,0,0.39,-0.39,12,1,0.47,0.86,0.113,2014
Anthony Jackson-Hamel,MTL,F,150,3,0,0,0.39,-0.39,1,0,0.04,0.43,0.059,2014
Khari Stephenson,SJ,M,1188,34,0.353,2,2.39,-0.39,15,2,0.53,2.93,0.1,2014
Kevin Ellis,SKC,D,1667,5,0.2,0,0.4,-0.4,6,3,0.47,0.87,0.104,2014
Conor Doyle,DCU,F,369,4,0.25,0,0.4,-0.4,6,0,0.7,1.1,0.084,2014
Roy Miller,NYRB,D,1958,10,0.4,0,0.41,-0.41,22,3,2.4,2.81,0.125,2014
Justin Morrow,TOR,D,2947,8,0.125,0,0.41,-0.41,20,3,2.05,2.46,0.11,2014
Hassoun Camara,MTL,D,2611,11,0.364,1,1.41,-0.41,9,1,0.77,2.19,0.113,2014
Ibrahim Sekagya,NYRB,D,2070,6,0.167,0,0.42,-0.42,3,0,0.19,0.61,0.097,2014
Jordan Stewart,SJ,D,2749,8,0.875,0,0.42,-0.42,12,1,0.7,1.12,0.102,2014
John Stertzer,RSL,M,302,3,0,0,0.42,-0.42,0,0,0,0.42,0.073,2014
Ricardo Clark,HOU,M,2306,49,0.184,4,4.43,-0.43,19,3,1.87,6.3,0.095,2014
Aaron Wheeler,PHI,D,834,6,0.167,0,0.43,-0.43,2,0,0.06,0.49,0.088,2014
Kofi Opare,LA,D,526,2,0.5,0,0.44,-0.44,1,0,0.02,0.46,0.075,2014
Nat Borchers,RSL,D,3175,13,0,1,1.44,-0.44,4,0,0.2,1.65,0.076,2014
Miguel Lopez,SKC,M,512,7,0.571,0,0.44,-0.44,3,0,0.14,0.58,0.072,2014
Alex Caskey,DCU,M,314,3,0,0,0.45,-0.45,1,0,0.03,0.47,0.107,2014
Jalil Anibaba,SEA,D,1369,8,0.5,0,0.45,-0.45,6,1,1.21,1.66,0.082,2014
David Estrada,DCU,M,440,4,0,0,0.45,-0.45,5,2,0.87,1.32,0.097,2014
Victor Ulloa,FCD,M,2540,13,0.538,0,0.48,-0.48,18,1,1.1,1.58,0.108,2014
Daniel Lovitz,TOR,M,697,5,0.4,0,0.48,-0.48,11,2,1.44,1.93,0.083,2014
Michael Parkhurst,CLB,D,2979,3,0,0,0.49,-0.49,11,0,1.43,1.92,0.096,2014
Ty Harden,SJ,D,1310,5,0.2,0,0.49,-0.49,1,0,0.21,0.7,0.08,2014
Dillon Powers,COL,M,2380,32,0.375,5,5.49,-0.49,60,8,5.05,10.54,0.107,2014
Ben Speas,CLB,M,737,20,0.15,1,1.49,-0.49,17,3,1.77,3.26,0.065,2014
A.J. Cochran,HOU,D,1510,6,0,0,0.49,-0.49,3,0,0.83,1.32,0.09,2014
Russell Teibert,VAN,M,2112,15,0.267,0,0.49,-0.49,24,1,1.65,2.14,0.101,2014
Donny Toia,CHV,D,2384,12,0.167,0,0.49,-0.49,2,0,0.25,0.74,0.113,2014
Matthew Fondy,CHI,F,160,5,0.6,0,0.49,-0.49,3,0,0.19,0.68,0.107,2014
Alex Martinez,SKC,M,479,8,0.375,0,0.5,-0.5,7,0,0.54,1.03,0.094,2014
Danny Mwanga,COL,F,232,5,0,0,0.51,-0.51,2,0,0.16,0.66,0.054,2014
Ryan Finley,CHV,F,497,13,0.308,1,1.51,-0.51,3,0,0.27,1.77,0.061,2014
Danny Cruz,PHI,M,1426,35,0.314,3,3.51,-0.51,15,1,1.31,4.82,0.075,2014
Bobby Boswell,DCU,D,3336,20,0.3,2,2.51,-0.51,9,2,1.21,3.72,0.084,2014
Hendry Thomas,FCD,M,827,4,0.25,0,0.52,-0.52,3,1,0.47,0.99,0.096,2014
Victor Pineda,CHI,M,63,1,1,0,0.53,-0.53,1,0,0.03,0.56,0.124,2014
Saer Sene,NYRB,M,540,9,0.222,1,1.53,-0.53,8,0,0.46,1.99,0.084,2014
Adam Jahn,SJ,F,209,4,0.5,0,0.54,-0.54,1,0,0.03,0.57,0.068,2014
Jack Jewsbury,POR,D,1424,6,0,0,0.54,-0.54,7,2,0.77,1.31,0.111,2014
Cristian Maidana,PHI,M,1976,36,0.444,2,2.55,-0.55,59,8,6.52,9.07,0.124,2014
Kenny Cooper,SEA,F,1077,29,0.034,3,3.56,-0.56,10,4,1.77,5.33,0.062,2014
Ryan Hollingshead,FCD,M,324,6,0.333,0,0.56,-0.56,3,0,0.33,0.9,0.101,2014
Clarence Goodson,SJ,D,964,8,0.375,0,0.56,-0.56,6,1,0.89,1.45,0.095,2014
Peter Luccin,FCD,M,284,8,0.25,0,0.57,-0.57,0,0,0,0.57,0.121,2014
Clint Dempsey,SEA,F,2364,113,0.283,15,15.57,-0.57,45,7,4.94,20.51,0.089,2014
Steven Caldwell,TOR,D,2018,5,0.2,0,0.58,-0.58,1,0,0.04,0.62,0.085,2014
Eric Alexander,NYRB,M,2767,25,0.12,2,2.59,-0.59,27,7,3.02,5.61,0.095,2014
Kellyn Acosta,FCD,D,979,7,0.143,0,0.59,-0.59,8,1,0.87,1.47,0.104,2014
Chandler Hoffman,LA,F,97,4,0.25,0,0.6,-0.6,1,0,0.07,0.66,0.065,2014
Jackson Goncalves,TOR,M,2065,55,0.164,4,4.6,-0.6,23,0,2.52,7.11,0.089,2014
Igor Juliao,SKC,D,2126,15,0.467,0,0.6,-0.6,17,1,1.84,2.44,0.114,2014
Josh Williams,CLB,D,1191,11,0.091,0,0.6,-0.6,5,1,0.46,1.06,0.101,2014
Antonio Rodriguez Dovale,SKC,F,1164,29,0.276,1,1.62,-0.62,15,2,1.35,2.97,0.113,2014
Ambroise Oyongo Bitolo,NYRB,D,1111,8,0.25,0,0.62,-0.62,11,2,1.12,1.74,0.101,2014
Cristian Fernandez,DCU,D,1433,9,0.444,0,0.63,-0.63,12,1,1.11,1.74,0.111,2014
Doneil Henry,TOR,D,2017,14,0,1,1.64,-0.64,2,0,0.1,1.74,0.097,2014
Hector Jimenez,CLB,M,1785,23,0.261,1,1.65,-0.65,27,3,2.67,4.33,0.089,2014
Andrew Farrell,NE,D,3021,6,0.333,0,0.66,-0.66,17,0,1.21,1.87,0.107,2014
Razvan Cocis,CHI,M,757,10,0,0,0.66,-0.66,10,0,0.42,1.09,0.092,2014
Jair Benitez,FCD,D,1946,10,0.4,0,0.67,-0.67,25,3,3.33,3.99,0.117,2014
Andrew Baptiste,CHV,D,777,8,0.25,0,0.68,-0.68,2,0,0.1,0.78,0.095,2014
Kyle Bekker,TOR,M,1188,16,0.375,0,0.69,-0.69,18,0,1.41,2.1,0.106,2014
Eric Miller,MTL,D,1859,10,0.4,0,0.71,-0.71,10,1,1.44,2.14,0.097,2014
Brad Davis,HOU,M,2248,39,0.179,4,4.71,-0.71,71,9,7.56,12.27,0.106,2014
J.J. Koval,SJ,M,1084,8,0,0,0.72,-0.72,5,0,0.37,1.09,0.101,2014
Tommy Thompson,SJ,M,735,6,0.167,0,0.73,-0.73,5,0,0.6,1.34,0.091,2014
Erick Torres,CHV,F,2657,95,0.316,15,15.74,-0.74,20,1,1.37,17.1,0.08,2014
Charles Eloundou,COL,F,463,20,0.2,0,0.75,-0.75,5,1,0.36,1.12,0.066,2014
